"X1","X2","X3","X4","X5","X6","X7","Y"
0.587690714746714,0.196858340408653,0.828931531868875,0.723997940309346,0.637823262950405,0.58458032598719,0.59687719726935,42.5723671146165
0.553893349831924,0.464235576801002,0.135140156140551,0.34087024978362,0.22945237881504,0.906909218290821,0.753775625023991,44.7945844847765
0.408549839863554,0.976470776600763,0.366436381591484,0.656588984420523,0.13107765163295,0.453574223909527,0.0134272677823901,48.8952112965799
0.523603534093127,0.0692298635840416,0.971715430496261,0.376327554695308,0.295614087954164,0.920116868335754,0.0404267883859575,40.116983538733
0.38904518680647,0.665054123383015,0.318176580127329,0.280426066368818,0.276930591557175,0.689492539968342,0.834355502622202,46.211479511852
0.758167544147,0.222577906446531,0.295507978647947,0.758163115009665,0.392878109356388,0.711621157592162,0.611966257216409,43.4934379014414
0.505067518213764,0.293882453814149,0.430723921628669,0.532318713609129,0.00847493042238057,0.973552164621651,0.685167110757902,41.5314750253797
0.452194434823468,0.264355900231749,0.925599697045982,0.470738212810829,0.213804390048608,0.503237574361265,0.536640275269747,41.8467045023271
0.739092284580693,0.426996435271576,0.839022381929681,0.541071149287745,0.389973130775616,0.826455432921648,0.930439224466681,46.852681856686
0.403480588458478,0.918931557331234,0.273629873292521,0.117217779392377,0.902136679505929,0.0163586479611695,0.768098787404597,54.9272626526408
0.500131275504827,0.360886859707534,0.438329874770716,0.801162903662771,0.605968530988321,0.259888220578432,0.16031046025455,44.1895427265893
0.183637036709115,0.145826304098591,0.620312401792035,0.42891028826125,0.256550771417096,0.125526409596205,0.899550623260438,38.778217114984
0.969678270863369,0.532105488236994,0.802774594631046,0.958965812809765,0.213243769947439,0.720841077854857,0.763289356604218,49.4935350641127
0.113392395665869,0.0210067539010197,0.73377518588677,0.0826020545791835,0.92335367645137,0.878056876128539,0.274028906831518,37.206837381093
0.967596706468612,0.1069594938308,0.640833136392757,0.299184034345672,0.648718238575384,0.965504522901028,0.652507683262229,43.0406297449781
0.11552003887482,0.434796713292599,0.742574804462492,0.602973682573065,0.340855682268739,0.818106851773337,0.00242834351956844,41.4264791379592
0.236628725891933,0.0774222433101386,0.223515702178702,0.728332923492417,0.734636168926954,0.582306549185887,0.832876248750836,38.5398266238245
0.433069924358279,0.204700875096023,0.511306997621432,0.487649385351688,0.261558568105102,0.793615964706987,0.35919512854889,40.7723372445571
0.455142362974584,0.0296317948959768,0.90465807216242,0.708729275967926,0.296980919316411,0.270097906468436,0.42112912167795,39.0462950762884
0.506361003732309,0.707432695897296,0.03064696630463,0.962325045606121,0.747936695115641,0.0665452729444951,0.903460533590987,51.2771753582555
0.420621347380802,0.085570965660736,0.70507884491235,0.567283731652424,0.755252604838461,0.882453727535903,0.505941047333181,40.2005832771216
0.606514114653692,0.760661949869245,0.637803009944037,0.666511670686305,0.237454044865444,0.976562977069989,0.915372215677053,49.8672391184013
0.912254278780892,0.529998841462657,0.504591987235472,0.7919724334497,0.478456183336675,0.0712869931012392,0.0253902107942849,51.0022447842038
0.112318495521322,0.366109658032656,0.385277833789587,0.183936608256772,0.0315891159698367,0.173340473556891,0.885779458796605,39.1932811728202
0.814605177845806,0.080063312780112,0.164100870024413,0.167123882332817,0.548787638312206,0.241395825287327,0.510132242459804,41.8961054065393
0.963175296084955,0.918380955467001,0.541284536710009,0.849178373347968,0.126782778417692,0.779552431078628,0.436200973112136,55.9423488993972
0.557948488276452,0.0227512351702899,0.278586234664544,0.512538390932605,0.130152430618182,0.0200907941907644,0.646051741205156,39.3425171619335
0.892511733109131,0.23797656246461,0.0589430939871818,0.166386930271983,0.272592456080019,0.199616734404117,0.850232638185844,44.176338469351
0.414348121965304,0.402397624682635,0.651167968288064,0.300001395866275,0.629372271010652,0.970724086510018,0.172368894331157,44.4316305345057
0.152832569321617,0.99625366111286,0.569145573768765,0.423469013301656,0.666782033164054,0.516455048928037,0.788663237122819,50.0720902338892
0.426461319439113,0.663068666122854,0.456514942692593,0.611776003846899,0.36082305945456,0.391076524974778,0.364735614741221,47.2088637606327
0.118640874046832,0.0197784532792866,0.931368022924289,0.893366605509073,0.576194896595553,0.866956862155348,0.523574560182169,37.6352441166671
0.266351350583136,0.689221953973174,0.84047131659463,0.417992843082175,0.490682529052719,0.251482699532062,0.326838568784297,46.5410447912466
0.875094423536211,0.161425345111638,0.928401667857543,0.65776302642189,0.455827254336327,0.516821210738271,0.954115475527942,43.3762166320491
0.326874493388459,0.575483255088329,0.702073674881831,0.816886311396956,0.791925337631255,0.801678858697414,0.13905622321181,47.313123769571
0.275501326425001,0.723311920883134,0.220740609336644,0.407171984901652,0.842541464371607,0.21061080461368,0.418277544435114,49.9403767829021
0.263571159914136,0.457373147364706,0.158410230418667,0.0224369741044939,0.644625178771093,0.635075518162921,0.71939193084836,43.7926593140558
0.101622768910602,0.969155770959333,0.63791060494259,0.867800227133557,0.592721934895962,0.513125503668562,0.994946873979643,48.5763562217425
