"X1","X2","X3","X4","X5","X6","X7"
0.982462600106373,0.552961849607527,0.31701852218248,0.0770770672243088,0.873987431870773,0.98051964212209,0.218302224995568
0.907205338822678,0.534519453300163,0.512721006991342,0.859383918344975,0.406336299376562,0.548294899053872,0.886308337794617
0.640673104207963,0.711126974551007,0.513705742545426,0.841643947642297,0.288718784693629,0.203826984390616,0.522583974758163
0.496289558708668,0.610432837391272,0.73321412759833,0.138793027028441,0.947627666871995,0.0352584777865559,0.395184766734019
0.770296018337831,0.153371200198308,0.4505468190182,0.591152735287324,0.859100738773122,0.28144973423332,0.16006108885631
0.247696109348908,0.080182126024738,0.560281049925834,0.176768952282146,0.255632929038256,0.793147301068529,0.00830881204456091
0.817516072886065,0.350167807657272,0.430297999177128,0.936841638525948,0.943716773297638,0.820945528801531,0.440090214135125
0.197827613446862,0.509521569358185,0.502017439110205,0.135340825421736,0.364039985230193,0.48781569628045,0.681268854765221
0.993424543412402,0.0583891060668975,0.524467755807564,0.984731212956831,0.939574440242723,0.843936975114048,0.346242255996913
0.388111552922055,0.465467695146799,0.583823561668396,0.434194517089054,0.394921750761569,0.738988810684532,0.516789644025266
0.0280749606899917,0.334234753856435,0.160124052781612,0.852173481835052,0.0174896731041372,0.893893902888522,0.300055891973898
0.669336662627757,0.24560749810189,0.266044167801738,0.0866115267854184,0.227062646532431,0.462738885078579,0.064547460526228
0.433871463639662,0.570603733183816,0.556656111963093,0.977146811550483,0.673889389727265,0.885019810171798,0.915551356971264
0.828028965508565,0.331038681091741,0.928645158186555,0.40487636369653,0.615883301012218,0.548739624442533,0.511095385998487
0.990300493314862,0.817123912973329,0.858899306505919,0.837892014533281,0.66942801210098,0.399482308886945,0.322418065275997
0.0088387643918395,0.231738901464269,0.722650423645973,0.616252617212012,0.190220082644373,0.514459060970694,0.944333121646196
0.179057693574578,0.504193113651127,0.71825347864069,0.462982862489298,0.0766692513134331,0.812780784443021,0.811978516867384
0.257291894871742,0.0444157063029706,0.507397986482829,0.102611572248861,0.244370515458286,0.680857230909169,0.434182421537116
0.505223874934018,0.166962476680055,0.874769187998027,0.188543152995408,0.468277053674683,0.134289046050981,0.713364940369502
0.872018670430407,0.864187614293769,0.198562840465456,0.177732806187123,0.892673227703199,0.494174528634176,0.960473940009251
0.938011408550665,0.587823351612315,0.111584147904068,0.715044962009415,0.953905316768214,0.212102020625025,0.830963716143742
0.11692254897207,0.940864631906152,0.690486814361066,0.692521235207096,0.844821439590305,0.959205085877329,0.993641969515011
0.457454540533945,0.727985688252375,0.140716101275757,0.661654754774645,0.134161732159555,0.919139893259853,0.915064962115139
0.0881709984969348,0.94770526420325,0.521768173202872,0.878652863670141,0.527866627089679,0.718833069084212,0.149305130587891
0.0280919701326638,0.00414462923072278,0.357161814114079,0.592377640772611,0.103440694045275,0.412972991354764,0.084972916636616
0.080869713332504,0.726671286160126,0.460714652668685,0.182206938276067,0.419138457393274,0.774474532110617,0.990363458869979
0.602449444588274,0.0240636081434786,0.634226429276168,0.292357829865068,0.973946797428653,0.659793600207195,0.563367364695296
0.850628516869619,0.0916542031336576,0.747543367091566,0.0554167635273188,0.0455579373519868,0.871631010202691,0.204483236186206
0.590976424515247,0.707783238263801,0.368344462709501,0.755139389773831,0.332049925113097,0.429907161975279,0.225939338095486
0.860121454112232,0.00854251557029784,0.909109834581614,0.153053901391104,0.748971002642065,0.38082618964836,0.301000976003706
0.648366885259748,0.266819848679006,0.819883926073089,0.494126464007422,0.125813814811409,0.978046207223088,0.4907813728787
0.816140143200755,0.856006548041478,0.0103226131759584,0.645505788037553,0.149885274237022,0.172280792379752,0.538708250969648
0.512504073092714,0.771026476519182,0.438579869223759,0.674834704259411,0.325940674170852,0.944710910320282,0.0172094770241529
0.809906037058681,0.748322291765362,0.0838412321172655,0.977109182393178,0.159195970743895,0.282240067608654,0.401054716436192
0.475672247353941,0.674224958987907,0.375783709576353,0.323517763288692,0.130367140751332,0.254913890734315,0.491992134135216
0.901029601460323,0.608400145312771,0.573167841881514,0.642816842999309,0.182854285463691,0.832598219392821,0.642488874495029
0.389217238640413,0.474536588881165,0.11286336928606,0.732838069787249,0.46555431955494,0.369187426520512,0.854756604414433
0.606226573232561,0.776437593623996,0.0768646376673132,0.931602402357385,0.184046559967101,0.775455083698034,0.3972502425313
